text,
 It's awesome! I love subway surfers it's fun and you don't even have to buy characters with key just the outfits! I can't wait to play the Christmas version of this! It would be awesome if you guys made Christmas outfits for the characters. But everything else is awesome people have to get this game!,
 Addictive Awesome game :),
 Pretty Neat I agree with the review under me but I think you should be able to save the game with your email so much that you can play on different devices and I think if you find energy on different items you should be able to keep it,
 Restart How do we restart,
 Follow me. I'll follow back. Instagram. @natalieeenavarro,
 Can't connect to Facebook either :-( LOVE this game but can't connect to fb on my iPad and therefore can't sync with my progress on my computer :-( .. also drops out a lot too,
 Great Lots of fun for everyone.,
 Candy crush Hooked !!,
" FarmVille Escape Hi there I'm having problem connecting to facebook,can't open the buy uand sell goods can't sell any goods or request help from friends
Which makes it hard to continue making things for the game cause the barn is getting full.
Could you please fix this?
Thank you
Angie Evangelopoulos",
 iPhone 6 plus graphic out of frame Hey. I just come here to report an issue with this new update. It's good to have some new levels. Minor issue  that is the iPhone 6 plus will not show the full picture of the game. It's not severe since we can still play the game.,
" Great game but watch your spending This is one bloody amazing game seriously addictive and as soon as you purchase your 1st £69.99 gold pack that's where the addiction gets worse 
I have a 220 mil account in halo k54 
If you want to be at the top 
Make sure you have a spare 5k plus around 
But apart from that it's amazing and time flys",
" Slow and lags Using iPhone 5s. It was really good before but after the update to iOS 8, it has gone really slow. Even reset my phone as a new device but the game still lags. But it's working fine on my iPhone 6. Please fix it.",
 Fred Quite alright,
" Not Bad This is still a good game despite that the levels get hard to quickly, however it is still time consuming but I Would get the paid version instead of this, it's only 69p. If you want to try angry birds to see what it is like then get this first, if you like it then get the full version",
 Awesome Love it,
 The game Sick,
" No more angry birds It's not angry birds anymore, it's angry user. It's unplayable with all the ads and I removed it.",
" Yo Great game, great app",
" No good since Halloween update !!! Changed my rating to 2 stars. I'm unable to post on Facebook to receive my earned dollars and coins. The game freezes and crashes often during game play. I can only make posts on Twitter. When using my earned bucks to advance to another level, I am not given allotted amount of crowns to advance. Some when I get the rocket,my character gets hooked up in the ramps which causes me to loose. Play at your own risk and DO NOT MAKE ANY PURCHASES !!! I will NOT be playing anymore since developers will not fix these escalating issues.",
 City story metro Awesome,
 Ahhh! Love the game but for some reason I am unable to connect to app store from in-game.,
 OMG AMAZING!!! This game is the best game I have played on the App Store I love it and I'm only up to the second tech rank!!!!!!!!!,
" One problem I love this game but I would love if everyone in the game gets a name change. I have a name that my mom set and I started when I couldn't set a name. My name on <U+FE0F><U+FE0F>clash of clans is J3nn:)69, I'm a guy.",
" Still a winner... Still loving the game, the occasional messages from KKW herself are sweet, the fashion and adventures still engaging. If we can somehow update story lines a little more frequently as once you've completed one it does feel a little like treading water...otherwise still having fun! :)",
" Good buttt Great game, but I'm lv12 and still won't let me enter fight type 1 or 2. 

And the lottery thing, fix these and it's bag on, especial for a freebie ( tho I have paid 69p for some more cards )",
 Patching issues Been playing this game for some time now and had no issues great game however I went on this morning no problem but when I tried to go on it tonight i click continue and it keeps coming up patching issues and something about the size. Please help as I really enjoy playing and would hate to uninstall.,
 Addictive Download and try it,
 10/10 ruined my life Good gamw,
 Cmnjdc Fun and addictive- but you have to buy things or else it's hard to move up levels,
 Crashing Can no longer play this as it always crashed on my iPod touch. Mail lies the help line but no reply. Had to delete it now.,
 Rubbish Rubbish don't wast your time :(,
 For Being Amazing Played the first played the second even funnier than ever,
 Fun/pointless It's fun but pointless I like to earn those extra mpoints when I'm not nexercising!!,
 IOS 6 doesn't work I Still Have An iPod 4 and have ios 6 keeps crashing plzzzzx Fix It.,
 Mr Brilliant,
 CRAZY!!! Great game very additive only down side is it gets abit pricey <f0><U+009F><U+0098><U+0081>,
 Ruined by ads The gameplay itself seems it could be great fun but the constant ads just kill the entire experience.  Giving up and deleting...,
 Pass the time Not like the PC game but enjoyable all the same. Having to pay cash for imps is annoying.,
 Add me Please. Add me in the gaming Centre. My nickname is 'ShadowKnight2993'. Im a daily player and i love a challenge,
 GREAT GAME GREAT GAME,
 Love it!!!! I love this game it is so funny.<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>,
 This is a keeper If you like a variety try this one!,
" I LOVE Subway Surfers! This game is so addicting! I recommend it to all of my friends, even though all of them all ready have it! The only reason I gave it 4 stars was because when you are flying and you land on the ground, sometimes the jumps are impossible. Except that, FANTASTIC game!",
 AWSOME Very very very entertaining,
 What's it got to do with Instagram This game advertising more followers on Instagram but I don't know how that works,
 Fun Games It's my favorite slot game!,
 Angry birds Great!,
" One of the best games I've ever played And I'm not just saying that for the 3000 gold. It's addicting, fun, and you don't have to pay to win! It's one of the few games I actually play on a daily basis. GREAT JOB ON THIS GAME!",
 What's with the update Played this game for months and now this new update. They have Change how spells work and how I now need to defend my dungeon. RUINED THIS GAME EA.,
 FOLLOW FOLLOW ME ON INSTAGRAM! @g_r_e_e_n,
" WORST GAME EVER Why would you buy a game, that takes forever to load crashes instantly and slows your phone! WORST GAME! DO NOT BUY",
" Can't buy gems! Great game however over the past two months I've been unable to buy gems, when I select the amount I want it does nothing. I have reinstalled 4 times but still no affect. Could you please fix this then it will be a 5 star game",
 Wow Great fun,
 Good Good,
 K Freezes too much.,
 Awesome game Good way to waste some time,
 Addictive Mother of all Skinner Box traps.,
 Hilarious Very funny. Can get a little repetitive though,
 Haha So funny needs more Clothes for the people and in a little boy and girl Following mommy and daddy's foot steps,
 Good Fkskcked,
 Love it! Only just started and I don't want to stop! Yes some things are expensive but it's called patience <f0><U+009F><U+0098><U+008B> my favourite game :)!!,
 Nice Cool game,
 Good great fun Fun game,
 Candy crushed Great game,
 5 star Madness!,
 But face Nooo it keeps crashing for me but I play it for about 5 minutes just fix this bug,
" Best Game In The App Store CH is incredibly addicting and fun, I love the community and I can't wait for the engine update. Only improvement I can think of; HORSE MOUNTS",
 Coo Awsome game!!!!,
" Great! Just as good as on Facebook. Even better maybe, less glitches. Just harder to see on the smaller screen. At least I can get ny free spins even when im not home.",
 Not bad This game is really fun although it's way too easy to loose your diamonds! Every time I press something I have to be careful I don't press the speed-up buttons! Every time I look at my diamonds they are getting lower although I haven't intentionally used any?? Things are also getting really expensive and storage is very limited. Patience is starting to wear thin after level 20.....,
 Awesum Good,
 Good Great game keep it up,
 Great Game Addictive,
 Not compatible with older iPads I play this daily on my desktop but it's not compatible with older iPads,
" Hey day is a brilliant game!!! I have played games for many years and have been playing hay day for ages now. It is a really great game!
Lots to do, very addictive, tons of fun, this really is a game you must play.",
 Big Fish the Bomb Way cool!,
 Addictive Love it. kills time when I'm bored!,
" Fun but not perfect This game is very fun and addictive. It would've gotten a higher rating but for two major issues. First, there's a glitch with the credits at times which results in either awards being miscounted (winning $1000 but getting only $100 in your coins) or awards being subtracted rather than added.  This is very frustrating, especially on big wins! Second, after the last update, it's almost impossible to win no matter how high or low you bet. Winning is still possible, mind you, but you have to have a big bank to gamble with to get over that ""take everything"" hump.",
 Fun To Play I play this everyday to zone out and relax.,
 G Nice game,
 Addictively Fun!! This games so addictive. Great game :),
 Awsome game Best robot fighting game I've ever seen so far go higher make the game the perfect game,
" SUPERB Awesome game. Love the announcer, takes game to another level. Overall this is a very good game 10/10 or 5/5",
" Love <f0><U+009F><U+0098><U+008D> I adore wicked so this feed my obsession, love the story bits between games!",
" I want that Dino When I linked Facebook to the game for a Facebook reward (a blue Dino, coins, and some power ups) it said I had already authorized Facebook. But when it lead me back to the game it didn't give me the reward bonus. Um??",
 I LOVE THIS GAME !!!!!!!!! This game is awesome I've had it for years it's so much fun I love the events you get to and win prizes and the best part for me is you don't need Internet to play THIS GAME IS AWESOME !!!!!!!!,
" Love love game. In my busy and stressful life,  candy crush is the gin in my tonic,  when the kids are in bed.",
 Cool Game Good game...easy to pick up and play...addictive too,
 Little Raiders Good game,
 RR is Totes Legit!! Tons O fun. Nifty and smart. Dig it. !,
 Lots of fun and entertainment My kids started playing this and got me hooked.,
 Ok It's good,
" Awesome game, highly addictive Recommended",
 Solid ghee Yeah bruh,
 Amazing!!!!!! This is the best game I have ever played on my phone it's so addicting!!!,
" Gameplay This game on IOS 7.0.4 is not up to the standard as before the update, it features special monsters like rager and scientfist coming out of no where and emerging from right behind, during the small mission of seek and destroy, in the mine I was not once but several times surprised at how fast these special monsters come up, also the game slows down a lot during shooting and sometimes the money I earn during seek and destroy, only half of it comes into the bank? What's up with that? I earned 7,043 in money but only got 4 thousand something. I know this because if I had 7 thousand I wouldn't have had to play another mission just to upgrade the tech. Please fix this :) other than that it's an amazing game",
 Addictive! Too addictive but awesome!,
" Doubledown Yeah great

Game",
" Money maker Like some players wrote , this is a big money maker for the developers but there is s way to achieve something with very little financial input. By that I mean, whatever you to spend to get high roller in the casino. In my case it was 125$. Yep that's all I spent. I've been playing for almost a year and I'm at 350m power. Game offers events with items and gold as a reward . The key is to save whatever you have and use it in the right time. After all it a war game so you make your profits in the others.. If you want to be a ""care bear"" obviously this is not a game for you.  There  r some glitches and bugs sometimes server crash but overaly  it's really steady game. 4 stars",
 Decent Decent game really,
 Omg When I do the surveys to her credits I don't get any of the credits that i earned,
 : ) An amazing little game,
 Love it! Fun games lots of credits earned easily!,
 Addicting! Love this game! Wish energy would load faster and more clothes.,
" Could be better I have enjoyed this app for quite some time. I understand the need to update the app but it appears that no one is actually testing the updated before it is released on us. Since the last update the app has become wildly unstable, I have lost millions of chips due to game crashes. Each of the games is now very slow and crashes often.",
 Very addicting ! I love this game sleep at Night and helps me not to get stressed out so much,
 Great Game Awesome just Awsome,
 New update Cairo Hey guys I didn't even receive the newest update on my iPhone 5s still yet but on the other hand I got the Cairo version on my Samsung a day before pls sort it out asap,
" Criminal Case It's a really addictive game, great story line, really good game overall, however I do agree wi others the whole energy usage and having to pay money for stars, and logging in with face book is really annoying! Would be nice to just log in once with Facebook invite some friends and then play along!",
 Fun Love this game. So much fun. Very addictive.,
" Glitch found!! To the left of the fishing shack there is a patch of grass that looks unfinished. Very square and seems like a overseen graphics error. Love the game, no complaints; just wanted the creators to know about the glich.",
 Fantastic game I'm addicted to ds game. I think it's great. There should be other ways to earn more diamonds. And other shops to buy more items.,
 Great Great game,
 I enjoy it It's fun,
" Love It, But... I don't think that buying gold coins should be a quest. My family is poor, and we can't afford to spend money on games. On the plus side, I love the game, and the realistic animals. Btw, one of the quests tells you to grow watermelons, which cost gold coins. However, I have not found any way to earn them. Heads up, please?",
" Good game Okay I can tell you mz lots of things about what I think of this game but it would be long !! I'll do a shortened version. 

I love this game ! I've been playing for months and watched many changes been made . Some good some bad but each to their own .

First of all if new players buy a gold package maybe not jump so much . It's 2.99 then 13.99 then 35.99 then 69.99 maybe have more different offers on to let us just top our gold off.  I used to love the casino events ! Gold gold gold ! But now the stupid monster gifts are quite useless. Bring these back !! 

Also every now n then if force closes on me I'm playing on iPad 3 on a very fast connection and sometimes it force closes or becomes leggy this is not good if your under attack!  Your getting there mz just iron out more changes and your get more ppl downloading this game !! Still love not many complaints just reconsider your prices (for the poorer people) and all will be good  always loved game of war spent many sleepless nights because I'm so addicted . 

Keep up the good work",
 Awesome Awesome because it's with heaps o people an u can play with them,
 Brilliant! Love it!,
 Great game Good graphics and gameplay. Get downloading!,
 Over rated You need energy it looked better than it was,
 !!!!! It's about time I can log back in to Facebook to play,
 Fun It's s fun game,
" Ruth w Enjoyed it at first but now there never seems much to buy. Things like champagne take far too long to make. Not much challenge at the moment. Also I am unable to connect with ""friends"" from facebook. Help please. Oh yes, and sometimes the ""helping hands"" don't turn up!",
 Great but... I play on world sulis and everyone is great. LourboyFX is my warrior and I'm loving the new places. I hope u will add boats trips from the docks to places. The thing which needs changed the most is gold drops. It needs to be higher for it takes ages to get gold at a low lvl and low lvled people needs the gold the most. Keep up the brill work ur doing. :D,
" I pad frustration Keeps dropping out wont reload just totally frustrating playing in tournaments waste of time . Very disappointing not enjoyable any more.  .. 
 Has asked me to rate this is a minus sign available? Need to rate as one star as will not let me send without rating it  no stars is my rating!",
 Obsessed <f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008F>,
 Very addictive Very good gamme but turtle should not die straightway atleast give more powers to use in game,
 woo hair styles are too expensive that's the only downfall with this game.,
 Yer Great,
 1 flaw Great game very addicting. Only flaw is I don't get the daily spin due to it saying can't connect to store or server.,
 Subway surfers I love the game because it is so challenging,
 Great Just grabbing items,
 FARMUP!! The game is pretty good except instructions are non existent apart from at the very beginning when you play for first time. Some areas are puzzling because you don't know what to do. Otherwise not a bad game.,
 King Awesome game really good worth getting. I just don't agree with some proper wicked games only to be played with Internet/wifi... What about if you don't have all that? But hay good game. :),
 Five star Brilliant,
 Keeps my 4 yr old entertained for days Great,
" Great I love the new design, it's definitely still fun and addictive. The new boards are awesome and super-flashy! Subway Surfers is AWESOME!",
 Farm up Awesome game,
" Won't open This app does not work because location detection is faulty.
Why not use the code from the desk top version which does work from the same IP address?",
" Energy, Stars, Free Time The energy doesn't load quick enough, and most times you never have enough to do a task so you lose fans. You also get energy a lot when you have full energy but nine when you need it, I keep getting only two stars on appearances because I never have enough energy and its downgrading the fans I have.
All of the hairstyles, clothes and jewellery are to be bought with stars and we never build up enough, so we can never buy anything new. 
We never have time to go on dates because there are always activities given to us so we can never fulfil getting married but overall good so far. Last thing when you are dating someone if you don't call them in one day they break up with you so you can't get married and move up the top couples list.",
 Excellent Great time killer.,
 Follow on ig I follow back and like pics <f0><U+009F><U+0098><U+0098>,
" Exactly what I wanted... Very fun game, combining a tiny tower type game mixed with a fun little adventure. My only problem is that it has to connect to the servers to play, this would have been a brilliant offline game.",
" Where did my app go?? FIX IT!! I installed the Fall update last week and the app disappeared from my phone!! When I go to the app in the app store now, it has an option to ""open"" the app, but I still have no app on my phone! WTH did it go? Fix it!! It's been over a week now! Ughhhhhh.",
 Addicted I can't stop playing. My favorite game thus far!!,
 <f0><U+009F><U+0092><U+00A9> It's annoying when u get bad spins every day/ just make us start with 1milliom gosh,
 I like Great game but don't believe them when the say they are updating the game and it will only take one hour!,
" Love, Love, Love! So good I really enjoy this game!",
 Fun Ace game.. Well worth a look,
 Ok It is ok but I can never sign in.<f0><U+009F><U+0098><U+00B2><f0><U+009F><U+0098><U+00A1><f0><U+009F><U+0091><U+00BF>,
 Review Love this game wasnt a massive fan when the first one came out but they improved it so much I just dont want to stop playing!,
" Awesome :) I love this game! It's fun and addictive, especially to someone like me who gets bored of games easily. I would recommend this to anyone. So give it a go and if you don't like it then you can always delete it afterwards :P what excuse do you have...",
 OMG Can't believe I haven't played this earlier,
 Love it Sooo funnnn! Great gameplay style,
" Dungeon keeper Awesome,",
 Good Enjoyable,
 Different in a good way Finally a game that you can pick up and enjoy.,
 Addictive Love it!!!,
 Good Really good,
" Bugs There is a new bug when you click on machines the options jump across the screen, in the boat area 4 example, hope this makes sense.
Also still need more options for help on the boat, 3 is unfair &impossible alot of the time!!!
Also the new nets take way too long!!! Thanx",
 Best slots ever Love this slots.. Awesome that same as pokies venues in aus!,
 Okay. It is a okay game but there is a lot of pop up adds and they always ask you to write a rewiew.,
 awesome!! Fun time at the roulette wheel,
 Little raiders This dope,
" Like it, love it Wow,wow,wow. That's all I got to say to this enjoyable game. I love it",
 Buggy Full of bugs.  Get the wheel of fortune bonus and game shuts down and you lose the win.,
" Has potential Just started, have rated it 3 stars as it prompted me to rate it for a reward. Nice graphics etc. Worth playing - will update rating at a later date",
 Awesome Love the game it really puts ur skills to the test,
 FIX IT NOW!!! I love this game but its been crashing me out when i try to get on.-.- T.T,
 Nice game Good game,
 Great Love it,
 Awesome Great game relieves boredom seriously!!!,
 I Like AWESOME GAME!,
 Awesome Great game.,
 Good but needs a major improvement I love this game and play it on my mums iPhone but I only have a version 3 iPod I have to download an update from itunes to get this game on iPod but update will wipe everything in library and iPod please make it available without having to get the update otherwise great,
 Good Good game,
 It's good Good fun,
" Best game ever!! This game is the best game ever and is really good if u are bored, and also it doesn't just stick to one theme it has lots of different themes every month with new characters , hover bored and challenges!! ;) that's why I rate this 5 stars",
" Review The game is good and I enjoy playing it :) 
Harry 8",
" Fun So much fun, can't stop playing! It's so cute <f0><U+009F><U+0098><U+008B>",
 Addictive game Fun game,
 Brill Very addictive can't put it down,
 Fab Love this app,
 Farmville2 Totally addictive,
" Awesome but a little bit easy later Compare with others, the game has great graphic and colors, and the controlling responses quickly and accurately ,it is one of those games you won't feel frustrated about it along the way, yet the game lacks of further challenges after u get your first 10000 meters , the game just sends those familiar obstacles again and again",
" Dd casino is a Bust! Down for maintenance a lot. Slow to load often, and often take away chips or ""loses them"" weather you buy them or not. I bought 500,000 chips once .. It loaded them and a hour later they simply vanished. Never got a response from them either. Waste of time.",
" Subway surfers is only the first game I had !!!<f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083> It is the best game ever played it thousands times then you guys .  thank you for making this  game  
Love haillie  xxx",
 Scrim Hey awesome game very hard to put down...... Was just wondering if you guys at supercell could put friendly scrims or some where you can vs clan mates or friends from other clans....and search certain players out and clans for war,
 Great game Great game. Never stops being awesome.,
 Good fun Great simple but enjoyable fun,
 Addictive Good game,
 Plumber crack Fun and addictive great for killing time,
 Instagram I'm not getting my followers :( so follow me plz @El__chapo,
 Super fun Can't stop playing! Highly recommend!,
 Djdicudksjek Hgfinvcfdsww,
" Awesome! A awesome game with a awsome diversity of players from around the world, by far the best mobile 3dmmo available!!!",
 Stv Player Absolutely rubbish does not work at all or stops working! Most rubbish app !!,
" Great Game Very challenging, but it would be good if you took the advertising off the main game and put it some where else, also when you go to war , it would be great that we could see the war , not the outside of it.",
 Hello It is a good game I like it,
 Great Except if you download it on another platform on the same apple ID and game centre you don't get your coins or characters back :<,
 Love the game BUT... I have been playing this game around a year and have 4 characters over level 100 its a fantastic game however without buying in app purchases dont bother you may aswell delete it now it costs so much for the items and mobs pay u so little so prepare to pay to play or my advice is look else where,
 A Good,
" Hay Day from GeeG A frustratingly addictive game, and a constant battle to keep all the elements up to date. Very enjoyable, give it a try.",
 Great game I just can't stop playing this game.,
" . @Abigal have u heard of order and chaos, its alot better of an MMORPG game than this 1 but it costs £3.99",
 Lilkapn Decent game. Doesn't always respond immediately to what you are tapping on. Average.,
" Plumber Crack This game is hilarious, and actually pretty amusing to anyone who plays. I would recommend this game for entertainment, for people who love laughing at everything, I give PLUMBER'S CRACK A 5<f0><U+009F><U+008C><U+009F>",
 Angry Birds Free Fun,
 Awsomeness <f0><U+009F><U+008F><U+00A8><f0><U+009F><U+008C><U+0085><f0><U+009F><U+009A><U+0081><f0><U+009F><U+009A><U+00B2><f0><U+009F><U+009A><U+0093> THIS GAME IS IN MY TOP 5 games!!!!!!!!,
 Mega Fame Casino Good game. Pays often.,
 Bad glitch Simon called me telling me I needed to do a photoshoot that I never even heard of before at muse magazine and when I went to do it I found that muse is locked. Now I have no way to accomplish anymore goals. What's the point of playing this game if it doesn't even work properly?,
" Great fun, but I like this game it's very fun and enjoyable but the reason I put 4 stars instead of 5 is because when you run out of energy cores you have to wait about 7 mins to fight again, so please change that, thx",
 Love I love this game I'm always playing it .,
" Total crashes I brought this game as it look good but the game crashes all the time. Have to re load about four times per race, stay clear.",
 Epic Addictive and fun,
 Z Fun game,
 Game Love this game.,
 Addictive Still has bugs in the system - maybe the farm animals could consume the computer bugs?,
" Unfair The past couple of days game just keeps Updating  never opens please explain????           Finally gave up and deleted game along with  all credits $17000000approx. What scam are you running ? Who can help an d refund credits? So very unfair.  ,!,",
" Terrible Isn't the idea of games that they're meant to be fun or challenging?

Where is the fun on clicking to make a minor upgrade to a room, and then waiting a week for the upgrade to complete? 

Where is the challenge in taking the alternative approach and paying big money to make upgrades?

The original Dungeon Keeper was one of the great computer games. This version is a miserable, venal, travesty of a game.",
 To I can't play this f  kin game,
" Cool game I enjoyed the management and strategical part of this game. Would definately recommend, although its not an actual racing game.",
 OMG Best fu**ing game ever!!!!!!,
 Awesome TD While it may be annoying how long it takes to dig out room and tunnels at the start it's still awesome,
 GOLEM KING!!!!!! This is a great game and im in love with it I recommend it to everyone. I think they should add the golem king. Because like y not i mean its the GOLEM KING!!!! Nothing gets better than that,
 Djdbndnx Oddly addictive,
" Great game but!!! This is a great game, but it makes you have to spend heaps to get items. Most items early require gold, but later they require tickets and that just means spending more. A little disappointing I think",
 Great game This game is so addictive and amazing,
" Fun for a while Fun for a while, but the novelty wears off when you realise silly items like a pair of glasses costs up to 3000, yet a job only pays you around 200 at a time. Bearing in mind that a job can take up to 8 hours and I don't have the time nor energy to complete it.

I'm an A lister, yet I can't afford to buy any luxuries. It's clearly just a ploy to try and get people to spend real money on the game.

Also, why do I have to constantly use K stars to charm my date, even when we're engaged? I've bought a wedding dress that I don't like for a ridiculous amount of money and paid a lot to keep the venue, just to end up with no K stars/money left because my date gets insecure every couple of days! What a waste!",
 Great Game I am addicted to this game,
" Typical EA failure again No surprises that EA actually expect me to spend money on a game that doesn't work. I haven't been able to log in for over half a day now, game crashes every time I complete a mission or upgrade a building. No I know why EA is voted as one of the worst software companies in the USA",
 Good H,
 Great game Really fun! U get hooked after a while! Love it!,
" Fun and addictive This game is fun to play and very addictive. 
Only problem is that it runs down your phone battery fast!",
 Best games ever This is the best game ever and it got a lot of action and   Player to battle attack .,
 Crashes It keeps Crashing before it can finishing loading.,
 Awesome Addicting.... A little too addicting. Kind of a buzzkill how easy you can lose the chips but apart from that it's a good game!,
" Best game ever This is the best mmorpg ever its so cool. U hang around with ur friends, fight bosses, and lvl to the best. If u install this game join world lugh my ign (in game name) is charlotte2001. Im lvl 100",
" Frustrating!! Game keeps closing within a few minutes if of loading.  Very frustrating, about to be deleted!",
" Pretty good game Was looking for something good and new to play, this seems like the game it's going to be. Good fun so far <f0><U+009F><U+0091><U+008D>",
 Cool like it,
" Clash of clans review This game is fun and addicting. Once you start playing it, you will be absorbed in improving your village and destroying others. Later on though, upgrades cost a ton and they take forever. Overall, this game gets a 8.5/10 from me.",
 Surprised Quite easy and quick game to play anywhere. What else u want?,
 Fun! Great game!!,
 Good game It is a decent game,
 Love the game but not loading anymore Ah same thing happened!! It has no internet connection when I do have internet connection! Please please please fix!! But on the plus side I really love this game!,
 The Halloween crash The game has just started crashing on October 31 2014 in the evening. Im hoping that can be fixed because ive been playing this on my iPhone 4 ios 6 for ages.  :(,
" Farm up Love to play. Good game, it would be great if your farmer didn't have an energy bar. You run out of energy fast, crops die before you can collect them.",
" Crashes! After up two days of updating, it totally crashes. Can't open and play it anymore on my ipad mini.
Please do fix this ASAP.",
 Subway surfers Subway surfers keeps you occupied when you feel bored. You have to get 500 coins for a mystery box  and 300 for a bored. I love this game.,
 fantastic Love the iconic style,
" SGOOD YA Very good game, original and very fun",
 you should play this game love the game,
 <f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E> Not too impressed ... Impossible to build some money.. It lasts for about a minute... Some of the  games are not worth playing.. I would never spend real money to buy fake credits...,
" Fun... But This is a fun game but some of the items take way too long to grow.  8 hours for a lemon, really?  In this sense you need to have patience and warm up to the fact you will not be able to achieve all the goals they set.  But it is fun and a time killer when needed.",
 Love hate I love this game but I hate that I am so addicted lol :P,
 Crushin' it! A fantastic game to keep the brain active!,
 TOM!!!! WASTED 15 diamonds thinking Tom would be able to look for market stakes!!!! Then had to wait 2 hours each time before I could use him again!!! Waste of sacred diamonds I want them back!!!!!,
" Dead Trigger 2 The game is fun to play with excellent graphics. However, the major issue with the game is the constant shutting down of the game.  This was a major flaw in the first version and remains in DT2. 

I would not recommend this game unless the constant shutting down has been resolved.",
 Awesome game! So much fun,
 Clash of Clans I enjoy the clan vs clan battles and the gameplay and replays are very smooth.  I would recommend this to all my friends.,
 Cool Good game,
 Worth getting Good game,
 3gggv Big,
" Great game Awesome game, addictive, I highly recommend this for everyone who doesn't have this amazing game.",
" Great app Awesome app it is very fun thank you so much for making it I play it everywhere and everyday I get more and more coins my cousin even plays it he is much better than me but I  still love it and play it 
Thanks again love Erin bray age 9 OOOOXXXX",
" Gutted Upgraded to iPhone 6 from 5s, had 1.5 million coins now I have 4,000 as I've had to start from scratch with everything. Lost all my characters and boards. Bejewelled never has this problem so why does it always happen with this game?? Not the first time...sort it out guys.",
 Plz make confirm button Accidentally use diamond so easy if play on phone,
 Love this Great wee game.. Played FarmVille but this is so much better.... Very addictive....!,
 Subway surfers Top game,
 Dumb game Don't waste your money,
" Ruined by micro transactions The game seems like it would be enjoyable if it weren’t for the fact that wait-times stop you from playing for more than a few minutes a day, unless you’re prepared to spend money on the ridiculous amount of in-app purchases. Don’t waste your time or money with this game.",
" Totally addictive to make it short and sweet, this game is great to play and keep busy with. I'm having a bit of trouble with some missions not popping up but, other than that, I still love this game!",
 Great game nuff' said... Enough said...,
 Yea Love this game,
 A Very Nice App,
 i don't like I don't like it be ause I spend a lot of money and way nearly throw the game when I lost all my data and when I went to go on again I had to buy all my things again,
 Fantastic game Enjoy playing all the tome,
" Addictive but frustrating Used to really love this game, am addicted so still playing but it keeps crashing. I keep loosing helping hands and items I have brought. It's nice you want to improve the events but try improving the basic things first!",
 Lol Very funny game but good Lols,
 <f0><U+009F><U+0091><U+0089><f0><U+009F><U+0098><U+0081><f0><U+009F><U+0091><U+0088> Love it,
" PLUMBER CRACK Fun, creative, and lots of fun and laughs, all of my mates av it and they adoor it!",
 Amazing This app is amazing i can see what I want to be when I grow up.,
 Wrb This game is so good can you try bring out some new updates,
 Crash!!!!! Just got this app.... Have had a few fights now but just as I start to make some progress the game is crashed....... Now it won't load the game at all..... 5 stars if there was no crashing so please please fix this!!!!,
" Great game, new update??? Hey everyone! If you are looking for an awesome MMORPG to play, this is the game for you. I highly suggest this game for it's high graphics, speedy updates, and great storyline. Even after you've completed the game and have reached maximum power, you still aren't done! The great amount of fast new updates allow more fun as they add new items and opportunities! Plus you always have you social life, where you can chat and connect with players all around the world! This is a great, Must - get game.
Now i have a couple of questions and wishes. First off, could you please add some capes? If this came up in the next update, this would really re-ignite my passion for the game. Second, could you add horses? Being able to ride horses would certainly  make hundreds of players joyous. Thank you for all your time and fun, and keep working on this game! It's a winner, and i shall continue to support it so long as you continue to support us with your quick yet wonderful updates! ;)",
 Good game Very gd game,
 Legendary. Love the new freebies too,
 In-App purchases ruin it It could be a good game but like most games with in-app purchases the use it as a way of limiting game play. This would be fine except it is SO restricted you play for a minute or two until you hit that limit. Not nearly long enough to grab your attention and want more. In-App purchases are that of greedy developers. Just let me pay one price and be done with it.,
 Mobile Data Error Game doesn't work with Mobile Data and occasionally not with Wi-Fi. As for the game if you are  expecting anything close to the original awesome Dungeon Keepers you'll be disappointed with this awful game if you want something to keep you occupied on a smoke break and on the loo this will do.,
 Great game This is a great game but it needs to take away ads and add more ways to control the people instead of just jump you should have duck and jump,
" Addictive! Too addictive! So much to do, so little time! Start at you own peril!....",
" Awesome Skeet skert said the cow, I love this game not just doing this for the reward",
 Joan. 69 It's pretty fun because you can do all kinds of stuff and you gat a lot of coins. I like building the houses but it takes to long about 5 minutes.,
